Source,Author,Title,Description,URL,Published At,Sentiment,Type
paradisepost,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.paradisepost.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
mercurynews,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.mercurynews.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
fortmorgantimes,Tribune News Service,‘We’ve created medical refugees.’ LGBTQ+ health care workers fight for gender-affirming care amid rise in anti-trans laws,Yearly surveys of first-year medical students by the Assn. of American Medical Colleges show that the percentage identifying as transgender and gender nonconforming doubled from 0.7% in 2020 to 1.4% in 2023.,https://www.fortmorgantimes.com/2024/07/18/weve-created-medical-refugees-lgbtq-health-care-workers-fight-for-gender-affirming-care-amid-rise-in-anti-trans-laws/,2024-07-18T18:59:06+00:00,neutral,Health
The Hindu,,The Hindu to host webinar on ‘Understanding Brain Health’ on July 22,The Hindu to host webinar on ‘Understanding Brain Health’ on July 22,https://www.thehindu.com/news/national/tamil-nadu/the-hindu-to-host-webinar-on-understanding-brain-health-on-july-22/article68418102.ece,2024-07-18T18:56:57+00:00,neutral,Health
cknw,Sam Thompson,‘We’re seeing higher vacancy rates’: Health workers union says Manitoba needs to do more,The union representing Manitoba health-care employees says the province needs to pick up the pace and deliver on its election promises.,https://globalnews.ca/news/10631094/health-workers-union-manitoba-do-more/,2024-07-18T18:56:21+00:00,neutral,Health
dvidshub,Jessie Hudson,Fort Moore Vet Warns: Heartworm Prevention is Essential for Your Dog’s Health,"FORT MOORE, Ga. – A silent threat lurks in the hearts of our beloved dogs, one that can be easily prevented but often overlooked. The veterinarians at Fort Moore are sounding the alarm: heartworm disease is deadly, and giving your dog a preventative is a must.",https://www.dvidshub.net/news/476527/fort-moore-vet-warns-heartworm-prevention-essential-your-dogs-health,2024-07-18T18:51:22+00:00,positive,Health
dvidshub,Jessie Hudson,Fort Moore Vet Warns: Heartworm Prevention is Essential for Your Dog’s Health [Image 1 of 2],"A dog's heart, infected with heartworms, sits in a jar on a counter, June 28, 2024, at the Veterinary Clinic, Fort Moore, Ga. The clinic provides heartworm testing and preventatives for all dogs registered on Fort Moore. (U.S. Army photo by Jessie Hudson)",https://www.dvidshub.net/image/8536483/fort-moore-vet-warns-heartworm-prevention-essential-your-dogs-health,2024-07-18T18:51:12+00:00,neutral,Health
dvidshub,Jessie Hudson,Fort Moore Vet Warns: Heartworm Prevention is Essential for Your Dog’s Health [Image 2 of 2],"A jar holding a dog heart, infected with heartworms, is used as a teaching tool to show the importance of heartworm prevention, June 28, 2024, Fort Moore, Ga. (U.S. Army photo by Jessie Hudson)",https://www.dvidshub.net/image/8536530/fort-moore-vet-warns-heartworm-prevention-essential-your-dogs-health,2024-07-18T18:51:03+00:00,neutral,Health
Science | Aaas,,Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program | Science,One of the justifiable criticisms of human genetic studies is the underrepresentation of participants from diverse populations. Lack of inclusion must be addressed at-scale to identify causal disease factors and understand the genetic causes of health ...,https://www.science.org/doi/10.1126/science.adj1182,2024-07-18T18:45:16+00:00,neutral,Health
Businessmole,Jeff Newmond,Autumn Summit at SOAS-BWY Explores the Healing Effects of Yoga on Health,"BWY and SOAS to Host Yoga and Health Summit London, UK &#8211; The British Wheel of Yoga (BWY)&#8230;",https://www.businessmole.com/autumn-summit-at-soas-bwy-explores-the-healing-effects-of-yoga-on-health/,2024-07-18T18:45:06+00:00,neutral,Health
ukiahdailyjournal,Submitted,Health Matters: Depression is both common and treatable,"Everyone experiences hard times and periods of sadness, burnout, or low energy. It’s normal to feel a wide range of emotions, but if you are going through a prolonged period of sadness or low interest in things that used to bring you pleasure, it can be a sign of depression.",https://www.ukiahdailyjournal.com/2024/07/18/health-matters-depression-is-both-common-and-treatable/,2024-07-18T18:36:11+00:00,negative,Health
Investing.com | Stock Market Quotes &amp; Financial News,Reuters,Ardent Health falls 6% in lukewarm NYSE debut,Ardent Health falls 6% in lukewarm NYSE debut,https://www.investing.com/news/economy-news/ardent-health-falls-6-in-lukewarm-nyse-debut-3525698,2024-07-18T18:15:38+00:00,neutral,Health
edmontonjournal,"Bill Mah, Edmonton Journal",Opinion: Albertans deserve access to the national dental care plan,"I was disappointed to read Health Minister Adriana LaGrange’s recent op-ed article, “Why Alberta is opting out of the federal dental care plan,” in which she continues to spread misinformation on dental care in Alberta, while attempting to justify the premier’s recent announcement that their government intends to try to take the new Canadian Dental [&#8230;]",https://edmontonjournal.com/opinion/letters/opinion-albertans-deserve-access-to-the-national-dental-care-plan,2024-07-18T18:09:07+00:00,negative,Health
mymotherlode,AP News,Over 3 million steam cleaners are under recall because they can spew hot water and cause burns,"Some 3.3 million steam cleaners are being recalled across North America due to a burn hazard that has resulted in consumers reporting more than 150 injuries. According to the U.S. Consumer Product Safety Commission and Health Canada, select models of Bissell-branded “Steam Shot Handheld Steam Cleaners” can spew hot water or steam while the products are in use or being heated. Bissell has received 183 reports of hot water or steam expelling from the products, including 157 reports of minor burns. Impacted consumers are urged to immediately stop using the now-recalled steam cleaners and...",https://www.mymotherlode.com/news/national/3393538/over-3-million-steam-cleaners-are-under-recall-because-they-can-spew-hot-water-and-cause-burns.html,2024-07-18T18:06:46+00:00,positive,Health
dvidshub,Sgt. James Lundy,18th Field Artillery Brigade physical fitness training [Image 5 of 9],"A Strength and Conditioning Coach from the 18th Field Artillery Brigade Holistic Health and Fitness team at Fort Liberty, NC helps oversee physical fitness training. (U.S. Army photo by Jean Hines)",https://www.dvidshub.net/image/8536336/18th-field-artillery-brigade-physical-fitness-training,2024-07-18T18:01:16+00:00,neutral,Health
m,Tyler Johnson,Michael Strahan’s Daughter Shares Huge Health Update: I’m Cancer Free!,"""I'm ready to beat this thing,"" Isabella Strahan said of her cancer diagnosis. Michael Strahan&#8217;s Daughter Shares Huge Health Update: I&#8217;m Cancer Free! was originally published on The Hollywood Gossip.",https://urls.grow.me/aHR0cHM6Ly93d3cudGhlaG9sbHl3b29kZ29zc2lwLmNvbS8yMDI0LzA3L21pY2hhZWwtc3RyYWhhbi1kYXVnaHRlci1oZWFsdGgtYnJhaW4tdHVtb3ItZXhwbGFpbmVkLw==/e/*|EMAIL|*,2024-07-18T17:59:06+00:00,positive,Health
post-gazette,By Ciara McEneany / Pittsburgh Post-Gazette,Uzbek restaurant Downtown ordered to close by the Health Department for the second time this year,Uzbek restaurant Downtown ordered to close by the Health Department for the second time this year,https://www.post-gazette.com/news/health/2024/07/18/uzbek-restaurant-pittsburgh-close-consumer-alert/stories/202407180097,2024-07-18T17:54:25+00:00,neutral,Health
arktimes,Antoinette Grajeda for the Arkansas Advocate,"Arkansas’s reproductive health care challenges continue, study shows","Arkansas continues to find itself among the lowest-ranked states for women’s health and reproductive care, according to a new report released Thursday.",https://arktimes.com/arkansas-blog/2024/07/18/arkansass-reproductive-health-care-challenges-continue-study-shows,2024-07-18T17:54:24+00:00,positive,Health
ocregister,Jonathan Horwitz,UCI launches Orange County’s first school of public health,"The move elevates the status of the university’s public health program which has experienced growth since the pandemic and is home 1,300-plus undergraduates.",https://www.ocregister.com/2024/07/18/uci-launches-orange-countys-first-school-of-public-health/,2024-07-18T17:46:46+00:00,positive,Health
dvidshub,,Behavioral Health at IRT Ozark Wellness,"Capt. Timothy Fillmore from the 1835th Combat Operational Stress Control (COSC) provides counseling to a patient during Innovative Readiness Training Ozark Wellness in Madison and Newton Counties, Arkansas, on July 17, 2024. IRT Ozark Wellness provides no cost medical, dental, optometry, behavioral health, and veterinary services to the community from July 16-25.",https://www.dvidshub.net/image/8536318/behavioral-health-irt-ozark-wellness,2024-07-18T17:43:39+00:00,positive,Health
kionrightnow,Associated Press,Over 3 million steam cleaners are under recall because they can spew hot water and cause burns,"NEW YORK (AP) — Some 3.3 million steam cleaners are being recalled across North America due to a burn hazard that has resulted in consumers reporting more than 150 injuries. According to the U.S. Consumer Product Safety Commission and Health Canada, select models of Bissell-branded “Steam Shot Handheld Steam Cleaners” can spew hot water orThe post Over 3 million steam cleaners are under recall because they can spew hot water and cause burns appeared first on KION546.",https://kion546.com/news/2024/07/18/over-3-million-steam-cleaners-are-under-recall-because-they-can-spew-hot-water-and-cause-burns/,2024-07-18T17:39:04+00:00,positive,Health
centralpennbusiness,Ed Gruver,Penn State Health CEO Steve Massini to retire,Penn State Health CEO Steve Massini announced he will retire Oct. 1. Massini has been the CEO of Penn State Health since 2019 and is the first Penn State alum to lead the university’s health system. “I am incredibly grateful and blessed to have had the opportunity to serve Penn State Health and Penn State [&#8230;]The post Penn State Health CEO Steve Massini to retire appeared first on Central Penn Business Journal.,https://www.cpbj.com/penn-state-health-ceo-steve-massini-to-retire/,2024-07-18T17:38:55+00:00,positive,Health
cornwallseawaynews,ezn2_spadmin,"Two Listeria deaths were in Ontario, health ministry confirms","TORONTO — Ontario&#8217;s Health Ministry has confirmed that the two listeriosis deaths linked to a plant-based milk recall were in that province. Twelve people, including 10 in Ontario, one in…L’article Two Listeria deaths were in Ontario, health ministry confirms est apparu en premier sur Cornwall Seaway News.",https://www.cornwallseawaynews.com/ontario-news/two-listeria-deaths-were-in-ontario-health-ministry-confirms/,2024-07-18T17:38:45+00:00,positive,Health
4-traders,,Abbott plans marketing push for glucose monitors beyond diabetes,"(marketscreener.com) Abbott Laboratories will usea mix of TV advertisements and guerilla marketing as well asseek to personalize health data to tap people without diabetesfor the U.S. launch of its glucose monitoring device, CEO RobertFord said on Thursday. The company plans to launch the over-the-counter device,Lingo, this year. It could be a...https://www.marketscreener.com/quote/stock/ABBOTT-LABORATORIES-11506/news/Abbott-plans-marketing-push-for-glucose-monitors-beyond-diabetes-47415622/?utm_medium=RSS&utm_content=20240718",https://www.marketscreener.com/quote/stock/ABBOTT-LABORATORIES-11506/news/Abbott-plans-marketing-push-for-glucose-monitors-beyond-diabetes-47415622/?utm_medium=RSS&utm_content=20240718,2024-07-18T17:37:35+00:00,neutral,Health
dvidshub,,TRICARE Authorizes Temporary Prescription Refill Waivers for 2 Idaho Counties due to Wildfire,"FALLS CHURCH, Virginia – The Defense Health Agency announced that TRICARE beneficiaries in two Idaho counties may receive emergency prescription refills now through July 28, 2024, due to the Idaho Wildfire.",https://www.dvidshub.net/news/476522/tricare-authorizes-temporary-prescription-refill-waivers-2-idaho-counties-due-wildfire,2024-07-18T17:34:59+00:00,negative,Health
dvidshub,,TRICARE Extends and Expands Temporary Prescription Refill Waivers for New York due to Storm Damage,"FALLS CHURCH, Virginia – The Defense Health Agency announced that TRICARE has expanded the number of New York counties in which TRICARE beneficiaries may receive emergency prescription refills due to storm damage.",https://www.dvidshub.net/news/476521/tricare-extends-and-expands-temporary-prescription-refill-waivers-new-york-due-storm-damage,2024-07-18T17:33:49+00:00,positive,Health
